order_id,date,city,category,price,units,revenue
100052,2024-02-28,Uppsala,Clothing,519.77,2,1039.54
100053,2024-05-18,Stockholm,Electronics,1033.02,4,4132.08
100054,2024-01-23,Malmö,Electronics,1172.19,3,3516.57
100055,2024-05-26,Västerås,Home,604.95,2,1209.9
100056,2024-01-16,Stockholm,Electronics,455.34,4,1821.36
100057,2024-06-04,Malmö,Electronics,1393.58,3,4180.74
100058,2024-06-07,Uppsala,Clothing,560.68,5,2803.4
100059,2024-06-29,Stockholm,Clothing,400.38,6,2402.28
100060,2024-03-11,Västerås,Electronics,494.89,2,989.78
100061,2024-04-19,Stockholm,Beauty,99.57,6,597.42
100062,2024-04-25,Stockholm,Beauty,62.3,2,124.6
100063,2024-06-03,Stockholm,Beauty,290.6,2,581.2
100064,2024-05-14,Stockholm,Clothing,502.66,7,3518.62
100065,2024-01-15,Stockholm,Beauty,50.0,5,250.0
100066,2024-04-13,Uppsala,Sports,388.2,3,1164.6
100067,2024-05-09,Stockholm,Electronics,540.41,5,2702.05
100068,2024-02-13,Göteborg,Electronics,1003.34,5,5016.7
100069,2024-04-11,Stockholm,Toys,125.64,4,502.56
100070,2024-01-26,Göteborg,Clothing,320.06,1,320.06
100071,2024-06-27,Malmö,Sports,429.43,3,1288.29
100072,2024-02-26,Stockholm,Electronics,968.62,6,5811.72
100073,2024-02-19,Stockholm,Sports,549.0,3,1647.0
100074,2024-01-13,Malmö,Sports,597.81,3,1793.43
100075,2024-01-19,Malmö,Toys,172.14,3,516.42
100076,2024-01-02,Göteborg,Home,586.23,1,586.23
100077,2024-02-21,Uppsala,Home,313.97,2,627.94
100078,2024-06-21,Västerås,Clothing,759.08,5,3795.4
100079,2024-04-27,Malmö,Beauty,303.37,2,606.74
100080,2024-02-18,Västerås,Home,722.7,3,2168.1
100081,2024-02-26,Stockholm,Electronics,721.15,5,3605.75
100082,2024-06-26,Stockholm,Home,719.56,3,2158.68
100083,2024-03-27,Västerås,Clothing,169.36,6,1016.16
100084,2024-01-04,Göteborg,Toys,53.43,3,160.29
100085,2024-03-08,Göteborg,Electronics,1033.31,4,4133.24
100086,2024-05-19,Västerås,Beauty,242.46,4,969.84
100087,2024-05-29,Malmö,Electronics,1401.75,2,2803.5
100088,2024-04-13,Uppsala,Clothing,685.03,8,5480.24
100089,2024-04-08,Malmö,Sports,205.23,3,615.69
100090,2024-01-04,Uppsala,Electronics,628.51,2,1257.02
100091,2024-05-19,Göteborg,Sports,667.26,4,2669.04
100092,2024-01-04,Västerås,Electronics,359.08,2,718.16
100093,2024-01-07,Stockholm,Home,104.06,3,312.18
100094,2024-01-10,Uppsala,Electronics,1028.01,5,5140.05
100095,2024-03-28,Stockholm,Beauty,172.71,5,863.55
100096,2024-01-15,Malmö,Clothing,212.65,3,637.95
100097,2024-05-01,Uppsala,Electronics,775.26,2,1550.52
100098,2024-05-20,Malmö,Electronics,504.87,5,2524.35
100099,2024-01-28,Göteborg,Clothing,408.23,3,1224.69
100100,2024-02-08,Västerås,Electronics,395.52,2,791.04
100101,2024-05-25,Stockholm,Sports,843.55,4,3374.2
100102,2024-04-20,Malmö,Toys,64.26,2,128.52
100103,2024-03-15,Stockholm,Electronics,1032.47,2,2064.94
100104,2024-04-09,Malmö,Clothing,232.05,3,696.15
100105,2024-04-26,Stockholm,Clothing,383.7,3,1151.1
100106,2024-04-09,Stockholm,Electronics,441.12,5,2205.6
100107,2024-02-17,Uppsala,Sports,269.98,2,539.96
100108,2024-01-17,Uppsala,Home,912.3,1,912.3
100109,2024-05-13,Stockholm,Sports,608.3,4,2433.2
100110,2024-04-14,Uppsala,Electronics,1000.06,2,2000.12
100111,2024-04-19,Stockholm,Electronics,185.3,2,370.6
100112,2024-03-27,Göteborg,Home,561.93,4,2247.72
100113,2024-02-16,Malmö,Beauty,295.06,2,590.12
100114,2024-01-16,Västerås,Sports,689.22,2,1378.44
100115,2024-02-29,Göteborg,Clothing,380.33,3,1140.99
100116,2024-02-10,Uppsala,Electronics,1593.28,4,6373.12
100117,2024-06-02,Göteborg,Electronics,1160.85,3,3482.55
100118,2024-02-15,Malmö,Toys,204.85,3,614.55
100119,2024-06-26,Stockholm,Electronics,956.61,4,3826.44
100120,2024-01-01,Malmö,Home,502.33,2,1004.66
100121,2024-06-12,Västerås,Clothing,298.74,1,298.74
100122,2024-06-06,Göteborg,Home,462.12,1,462.12
100123,2024-05-09,Malmö,Home,424.26,2,848.52
100124,2024-03-09,Göteborg,Sports,758.53,4,3034.12
100125,2024-06-07,Stockholm,Electronics,462.69,2,925.38
100126,2024-05-15,Västerås,Clothing,162.86,3,488.58
100127,2024-04-03,Uppsala,Electronics,679.57,3,2038.71
100128,2024-03-01,Göteborg,Home,263.52,3,790.56
100129,2024-03-06,Stockholm,Home,241.47,2,482.94
100130,2024-04-26,Göteborg,Clothing,583.06,3,1749.18
100131,2024-03-08,Göteborg,Clothing,356.07,2,712.14
100132,2024-02-14,Stockholm,Home,285.93,3,857.79
100133,2024-02-21,Uppsala,Sports,709.0,1,709.0
100134,2024-05-15,Stockholm,Clothing,526.89,2,1053.78
100135,2024-03-29,Stockholm,Sports,50.0,4,200.0
100136,2024-05-21,Stockholm,Home,245.59,2,491.18
100137,2024-06-05,Malmö,Sports,624.17,5,3120.85
100138,2024-04-18,Göteborg,Clothing,262.32,3,786.96
100139,2024-03-04,Malmö,Electronics,50.0,1,50.0
100140,2024-03-25,Stockholm,Clothing,539.06,5,2695.3
100141,2024-06-13,Göteborg,Electronics,908.73,2,1817.46
100142,2024-04-29,Uppsala,Electronics,227.45,1,227.45
100143,2024-05-01,Stockholm,Sports,503.84,5,2519.2
100144,2024-06-17,Västerås,Electronics,1219.83,3,3659.49
100145,2024-04-26,Västerås,Clothing,145.73,3,437.19
100146,2024-02-28,Stockholm,Clothing,218.75,7,1531.25
100147,2024-03-18,Göteborg,Home,256.85,1,256.85
100148,2024-01-09,Malmö,Home,279.91,3,839.73
100149,2024-05-14,Stockholm,Clothing,94.7,2,189.4
100150,2024-03-06,Göteborg,Toys,307.49,2,614.98
100151,2024-02-10,Stockholm,Sports,305.89,2,611.78
100152,2024-04-29,Malmö,Home,53.88,1,53.88
100153,2024-03-17,Göteborg,Beauty,213.04,6,1278.24
100154,2024-06-02,Stockholm,Clothing,168.72,1,168.72
100155,2024-05-03,Uppsala,Toys,157.62,3,472.86
100156,2024-05-15,Göteborg,Toys,218.77,2,437.54
100157,2024-01-14,Stockholm,Electronics,564.53,4,2258.12
100158,2024-06-21,Västerås,Electronics,1319.67,3,3959.01
100159,2024-01-02,Västerås,Beauty,154.25,2,308.5
100160,2024-06-18,Stockholm,Home,373.72,1,373.72
100161,2024-03-04,Västerås,Electronics,1340.47,1,1340.47
100162,2024-01-04,Göteborg,Clothing,420.29,2,840.58
100163,2024-01-18,Uppsala,Sports,457.56,1,457.56
100164,2024-03-29,Stockholm,Home,375.61,3,1126.83
100165,2024-04-07,Stockholm,Beauty,185.72,2,371.44
100166,2024-02-20,Stockholm,Clothing,330.22,3,990.66
100167,2024-04-11,Göteborg,Electronics,649.4,2,1298.8
100168,2024-05-10,Stockholm,Sports,534.71,4,2138.84
100169,2024-05-26,Göteborg,Clothing,236.11,3,708.33
100170,2024-02-16,Malmö,Electronics,1272.75,3,3818.25
100171,2024-02-15,Malmö,Electronics,975.3,2,1950.6
100172,2024-06-12,Malmö,Clothing,527.39,3,1582.17
100173,2024-01-19,Göteborg,Electronics,938.24,4,3752.96
100174,2024-06-23,Västerås,Toys,112.33,4,449.32
100175,2024-03-14,Stockholm,Electronics,983.89,3,2951.67
100176,2024-03-03,Västerås,Toys,80.73,2,161.46
100177,2024-05-19,Västerås,Home,487.45,6,2924.7
100178,2024-06-03,Stockholm,Toys,265.26,3,795.78
100179,2024-04-02,Göteborg,Clothing,651.87,1,651.87
100180,2024-05-18,Malmö,Electronics,939.46,2,1878.92
100181,2024-05-11,Malmö,Home,309.6,3,928.8
100182,2024-02-15,Västerås,Home,297.2,1,297.2
100183,2024-05-02,Malmö,Home,622.21,2,1244.42
100184,2024-05-31,Malmö,Clothing,168.79,3,506.37
100185,2024-01-26,Västerås,Clothing,443.17,2,886.34
100186,2024-01-28,Västerås,Home,602.21,2,1204.42
100187,2024-04-20,Uppsala,Electronics,1145.47,2,2290.94
100188,2024-01-04,Göteborg,Sports,719.29,3,2157.87
100189,2024-04-09,Malmö,Clothing,467.22,6,2803.32
100190,2024-03-26,Västerås,Sports,480.43,1,480.43
100191,2024-06-25,Stockholm,Clothing,426.65,4,1706.6
100192,2024-02-26,Göteborg,Electronics,662.0,4,2648.0
100193,2024-03-28,Uppsala,Beauty,216.56,4,866.24
100194,2024-04-10,Göteborg,Sports,483.47,4,1933.88
100195,2024-05-12,Uppsala,Home,237.25,3,711.75
100196,2024-03-10,Stockholm,Sports,790.81,4,3163.24
100197,2024-04-22,Stockholm,Electronics,777.93,1,777.93
100198,2024-02-26,Göteborg,Home,525.57,2,1051.14
100199,2024-03-01,Malmö,Home,445.14,2,890.28
100200,2024-05-17,Göteborg,Electronics,602.76,1,602.76
100201,2024-06-10,Malmö,Electronics,1102.81,4,4411.24
100202,2024-03-10,Stockholm,Electronics,1040.07,3,3120.21
100203,2024-05-04,Göteborg,Sports,567.16,4,2268.64
100204,2024-05-17,Stockholm,Toys,369.21,3,1107.63
100205,2024-01-29,Malmö,Toys,215.02,3,645.06
100206,2024-03-07,Göteborg,Electronics,854.47,1,854.47
100207,2024-01-11,Malmö,Clothing,277.72,3,833.16
100208,2024-01-04,Göteborg,Sports,588.44,2,1176.88
100209,2024-06-25,Stockholm,Home,730.45,2,1460.9
100210,2024-01-04,Stockholm,Electronics,893.07,3,2679.21
100211,2024-01-24,Göteborg,Electronics,753.19,2,1506.38
100212,2024-02-04,Stockholm,Sports,1002.94,3,3008.82
100213,2024-02-07,Göteborg,Home,69.91,3,209.73
100214,2024-02-19,Stockholm,Electronics,76.04,4,304.16
100215,2024-03-28,Stockholm,Beauty,149.25,3,447.75
100216,2024-03-26,Stockholm,Beauty,226.59,4,906.36
100217,2024-06-02,Stockholm,Sports,572.9,5,2864.5
100218,2024-05-25,Göteborg,Electronics,763.64,1,763.64
100219,2024-02-15,Uppsala,Toys,85.57,1,85.57
100220,2024-01-11,Uppsala,Clothing,369.5,2,739.0
100221,2024-05-16,Stockholm,Home,761.09,2,1522.18
100222,2024-01-26,Stockholm,Sports,759.92,4,3039.68
100223,2024-04-09,Malmö,Electronics,1257.95,1,1257.95
100224,2024-03-08,Stockholm,Electronics,424.81,2,849.62
100225,2024-04-25,Västerås,Home,292.18,3,876.54
100226,2024-03-06,Malmö,Toys,202.63,1,202.63
100227,2024-01-08,Stockholm,Electronics,1237.81,4,4951.24
100228,2024-04-09,Stockholm,Electronics,1045.92,3,3137.76
100229,2024-06-16,Stockholm,Electronics,696.28,3,2088.84
100230,2024-06-15,Stockholm,Home,413.51,4,1654.04
100231,2024-05-13,Göteborg,Home,556.49,3,1669.47
100232,2024-05-17,Uppsala,Electronics,1636.69,3,4910.07
100233,2024-06-17,Stockholm,Sports,675.64,6,4053.84
100234,2024-03-09,Stockholm,Sports,270.55,1,270.55
100235,2024-05-29,Uppsala,Home,649.63,2,1299.26
100236,2024-03-30,Stockholm,Clothing,436.63,3,1309.89
100237,2024-02-20,Stockholm,Clothing,502.23,1,502.23
100238,2024-06-13,Göteborg,Beauty,287.24,2,574.48
100239,2024-02-14,Göteborg,Home,590.25,4,2361.0
100240,2024-04-02,Stockholm,Toys,59.91,1,59.91
100241,2024-03-24,Malmö,Beauty,312.33,3,936.99
100242,2024-03-22,Uppsala,Clothing,558.92,3,1676.76
100243,2024-05-07,Uppsala,Home,317.87,4,1271.48
100244,2024-04-18,Uppsala,Sports,874.26,2,1748.52
100245,2024-03-02,Malmö,Sports,512.69,2,1025.38
100246,2024-04-14,Stockholm,Electronics,785.83,4,3143.32
100247,2024-01-15,Malmö,Toys,237.4,2,474.8
100248,2024-01-24,Stockholm,Electronics,692.42,5,3462.1
100249,2024-03-03,Malmö,Electronics,234.76,4,939.04
100250,2024-06-05,Stockholm,Electronics,353.47,2,706.94
100251,2024-04-27,Göteborg,Sports,360.95,6,2165.7
100252,2024-03-21,Göteborg,Electronics,789.93,5,3949.65
100253,2024-06-01,Stockholm,Electronics,902.78,2,1805.56
100254,2024-05-06,Uppsala,Toys,50.0,2,100.0
100255,2024-05-23,Malmö,Electronics,441.6,2,883.2
100256,2024-06-26,Uppsala,Clothing,698.37,3,2095.11
100257,2024-05-07,Malmö,Electronics,253.32,1,253.32
100258,2024-03-25,Stockholm,Clothing,208.3,3,624.9
100259,2024-04-27,Göteborg,Clothing,399.22,2,798.44
100260,2024-01-05,Stockholm,Clothing,472.07,3,1416.21
100261,2024-05-29,Stockholm,Sports,982.8,3,2948.4
100262,2024-02-02,Stockholm,Electronics,689.93,4,2759.72
100263,2024-06-16,Malmö,Sports,423.41,4,1693.64
100264,2024-05-09,Göteborg,Electronics,1630.15,3,4890.45
100265,2024-04-08,Uppsala,Home,480.26,3,1440.78
100266,2024-04-16,Göteborg,Toys,248.88,2,497.76
100267,2024-04-13,Malmö,Electronics,404.19,2,808.38
100268,2024-03-31,Stockholm,Electronics,1166.96,2,2333.92
100269,2024-04-13,Västerås,Home,296.12,1,296.12
100270,2024-06-12,Uppsala,Home,640.18,3,1920.54
100271,2024-02-28,Västerås,Home,314.66,2,629.32
100272,2024-06-15,Stockholm,Electronics,1110.47,1,1110.47
100273,2024-01-02,Stockholm,Electronics,454.21,4,1816.84
100274,2024-06-29,Göteborg,Sports,970.26,5,4851.3
100275,2024-05-25,Uppsala,Electronics,1002.68,4,4010.72
100276,2024-06-22,Malmö,Electronics,925.51,2,1851.02
100277,2024-01-23,Stockholm,Electronics,788.22,2,1576.44
100278,2024-02-23,Göteborg,Toys,111.28,4,445.12
100279,2024-03-15,Stockholm,Beauty,436.5,2,873.0
100280,2024-05-08,Göteborg,Toys,287.91,4,1151.64
100281,2024-02-05,Göteborg,Toys,290.04,5,1450.2
100282,2024-04-23,Stockholm,Electronics,671.82,1,671.82
100283,2024-03-24,Malmö,Beauty,195.94,1,195.94
100284,2024-04-04,Stockholm,Home,222.68,6,1336.08
100285,2024-03-12,Stockholm,Beauty,419.73,1,419.73
100286,2024-02-09,Uppsala,Toys,189.79,5,948.95
100287,2024-03-28,Stockholm,Sports,50.0,2,100.0
100288,2024-03-24,Göteborg,Beauty,227.15,3,681.45
100289,2024-04-28,Västerås,Clothing,576.08,3,1728.24
100290,2024-03-19,Malmö,Clothing,491.06,4,1964.24
100291,2024-01-30,Göteborg,Toys,83.52,7,584.64
100292,2024-01-20,Uppsala,Home,413.22,1,413.22
100293,2024-02-07,Stockholm,Electronics,1247.95,4,4991.8
100294,2024-01-02,Göteborg,Electronics,1141.28,3,3423.84
100295,2024-05-13,Göteborg,Sports,612.59,5,3062.95
100296,2024-04-15,Göteborg,Home,464.98,6,2789.88
100297,2024-03-22,Stockholm,Sports,254.09,3,762.27
100298,2024-06-12,Göteborg,Clothing,258.6,3,775.8
100299,2024-03-18,Göteborg,Electronics,949.6,2,1899.2
100300,2024-01-26,Göteborg,Sports,214.6,2,429.2
100301,2024-04-07,Uppsala,Toys,181.92,4,727.68
100302,2024-04-27,Malmö,Clothing,315.39,5,1576.95
100303,2024-06-06,Västerås,Beauty,247.93,4,991.72
100304,2024-03-22,Stockholm,Toys,275.41,5,1377.05
100305,2024-05-29,Stockholm,Home,512.88,3,1538.64
100306,2024-05-24,Stockholm,Clothing,416.96,6,2501.76
100307,2024-01-31,Malmö,Electronics,990.68,3,2972.04
100308,2024-06-07,Stockholm,Clothing,332.96,7,2330.72
100309,2024-01-13,Malmö,Electronics,703.34,3,2110.02
100310,2024-03-31,Malmö,Home,373.59,2,747.18
100311,2024-05-24,Stockholm,Electronics,157.83,2,315.66
100312,2024-04-02,Malmö,Sports,368.53,5,1842.65
100313,2024-02-08,Stockholm,Clothing,527.82,2,1055.64
100314,2024-04-08,Stockholm,Clothing,305.78,1,305.78
100315,2024-01-08,Stockholm,Home,238.92,1,238.92
100316,2024-04-16,Uppsala,Electronics,556.19,1,556.19
100317,2024-06-14,Malmö,Home,280.0,1,280.0
100318,2024-01-15,Malmö,Clothing,374.56,2,749.12
100319,2024-04-23,Stockholm,Clothing,254.06,4,1016.24
100320,2024-05-08,Göteborg,Sports,735.74,4,2942.96
100321,2024-05-10,Uppsala,Home,674.94,2,1349.88
100322,2024-02-07,Stockholm,Toys,166.49,3,499.47
100323,2024-06-24,Uppsala,Sports,600.02,6,3600.12
100324,2024-03-03,Stockholm,Clothing,448.48,3,1345.44
100325,2024-01-15,Malmö,Electronics,56.03,3,168.09
100326,2024-03-02,Stockholm,Clothing,360.91,5,1804.55
100327,2024-05-04,Uppsala,Beauty,108.44,2,216.88
100328,2024-04-15,Malmö,Home,279.13,3,837.39
100329,2024-03-22,Västerås,Beauty,533.37,2,1066.74
100330,2024-02-07,Stockholm,Beauty,322.75,2,645.5
100331,2024-05-27,Stockholm,Sports,618.22,4,2472.88
100332,2024-01-07,Stockholm,Home,215.02,3,645.06
100333,2024-04-10,Stockholm,Electronics,436.3,1,436.3
100334,2024-03-12,Uppsala,Clothing,320.1,2,640.2
100335,2024-03-18,Malmö,Home,365.64,3,1096.92
100336,2024-03-19,Malmö,Home,672.35,1,672.35
100337,2024-02-21,Göteborg,Electronics,859.06,3,2577.18
100338,2024-04-07,Stockholm,Sports,447.66,8,3581.28
100339,2024-01-04,Göteborg,Home,316.55,2,633.1
100340,2024-05-08,Stockholm,Home,403.97,4,1615.88
100341,2024-04-14,Västerås,Toys,277.49,4,1109.96
100342,2024-05-06,Uppsala,Home,299.19,3,897.57
100343,2024-05-06,Stockholm,Electronics,564.91,1,564.91
100344,2024-03-18,Stockholm,Electronics,688.3,2,1376.6
100345,2024-04-04,Stockholm,Toys,363.62,4,1454.48
100346,2024-06-14,Göteborg,Home,735.43,3,2206.29
100347,2024-04-23,Uppsala,Beauty,323.13,2,646.26
100348,2024-02-22,Stockholm,Electronics,975.72,3,2927.16
100349,2024-03-24,Malmö,Clothing,287.05,4,1148.2
100350,2024-01-03,Uppsala,Home,86.85,2,173.7
100351,2024-01-15,Malmö,Home,429.46,1,429.46
100352,2024-01-03,Stockholm,Sports,664.57,3,1993.71
100353,2024-04-01,Göteborg,Clothing,397.07,4,1588.28
100354,2024-04-20,Stockholm,Electronics,982.38,2,1964.76
100355,2024-06-09,Uppsala,Home,525.29,1,525.29
100356,2024-05-01,Göteborg,Home,452.93,4,1811.72
100357,2024-02-02,Göteborg,Toys,208.89,3,626.67
100358,2024-06-07,Stockholm,Electronics,982.32,2,1964.64
100359,2024-01-04,Stockholm,Clothing,178.43,4,713.72
100360,2024-03-20,Stockholm,Toys,299.16,3,897.48
100361,2024-04-22,Göteborg,Toys,123.37,4,493.48
100362,2024-04-16,Göteborg,Clothing,455.78,5,2278.9
100363,2024-03-19,Västerås,Home,647.46,2,1294.92
100364,2024-04-21,Göteborg,Home,388.61,1,388.61
100365,2024-01-22,Stockholm,Electronics,493.52,5,2467.6
100366,2024-06-07,Uppsala,Toys,306.4,5,1532.0
100367,2024-03-25,Malmö,Home,515.34,4,2061.36
100368,2024-02-01,Stockholm,Electronics,989.52,3,2968.56
100369,2024-03-11,Malmö,Electronics,1137.28,2,2274.56
100370,2024-05-15,Västerås,Beauty,50.0,3,150.0
100371,2024-03-18,Göteborg,Home,575.49,3,1726.47
100372,2024-01-28,Göteborg,Home,236.46,4,945.84
100373,2024-03-06,Malmö,Home,659.93,1,659.93
100374,2024-01-17,Stockholm,Sports,401.45,1,401.45
100375,2024-05-09,Göteborg,Beauty,251.71,5,1258.55
100376,2024-05-15,Stockholm,Home,309.41,2,618.82
100377,2024-02-07,Västerås,Electronics,466.11,6,2796.66
100378,2024-05-27,Stockholm,Sports,1033.85,2,2067.7
100379,2024-04-22,Stockholm,Clothing,164.36,6,986.16
100380,2024-04-30,Göteborg,Electronics,856.64,1,856.64
100381,2024-05-28,Stockholm,Home,115.57,4,462.28
100382,2024-03-30,Uppsala,Electronics,481.31,1,481.31
100383,2024-01-31,Göteborg,Toys,406.42,4,1625.68
100384,2024-03-10,Malmö,Toys,50.0,4,200.0
100385,2024-04-23,Uppsala,Toys,249.92,3,749.76
100386,2024-05-22,Stockholm,Beauty,347.11,2,694.22
100387,2024-01-01,Malmö,Electronics,507.82,3,1523.46
100388,2024-03-30,Göteborg,Electronics,466.78,2,933.56
100389,2024-01-29,Stockholm,Sports,727.67,1,727.67
100390,2024-03-06,Uppsala,Electronics,495.2,2,990.4
100391,2024-01-22,Göteborg,Clothing,133.16,4,532.64
100392,2024-01-29,Göteborg,Electronics,1354.6,4,5418.4
100393,2024-01-09,Stockholm,Electronics,732.05,4,2928.2
100394,2024-02-10,Västerås,Electronics,847.16,2,1694.32
100395,2024-01-21,Malmö,Beauty,102.88,2,205.76
100396,2024-04-05,Västerås,Beauty,319.82,3,959.46
100397,2024-04-20,Stockholm,Clothing,381.31,3,1143.93
100398,2024-02-09,Stockholm,Clothing,337.12,5,1685.6
100399,2024-01-26,Uppsala,Electronics,734.14,4,2936.56
100400,2024-06-24,Göteborg,Toys,295.97,2,591.94
100401,2024-05-05,Göteborg,Clothing,384.62,2,769.24
100402,2024-05-10,Stockholm,Clothing,383.5,4,1534.0
100403,2024-02-02,Göteborg,Home,204.64,1,204.64
100404,2024-04-06,Göteborg,Sports,424.76,3,1274.28
100405,2024-02-11,Malmö,Clothing,168.89,2,337.78
100406,2024-03-17,Malmö,Toys,117.35,3,352.05
100407,2024-02-12,Uppsala,Clothing,272.97,2,545.94
100408,2024-01-04,Uppsala,Electronics,1293.12,4,5172.48
100409,2024-04-11,Göteborg,Sports,290.47,4,1161.88
100410,2024-06-27,Stockholm,Home,335.31,4,1341.24
100411,2024-05-25,Stockholm,Electronics,309.48,3,928.44
100412,2024-05-27,Västerås,Clothing,421.11,5,2105.55
100413,2024-06-06,Göteborg,Clothing,364.39,1,364.39
100414,2024-06-28,Uppsala,Electronics,982.71,1,982.71
100415,2024-01-23,Stockholm,Clothing,135.04,2,270.08
100416,2024-02-16,Göteborg,Sports,708.95,4,2835.8
100417,2024-05-10,Stockholm,Toys,562.41,5,2812.05
100418,2024-02-19,Stockholm,Clothing,262.99,2,525.98
100419,2024-05-01,Stockholm,Electronics,870.01,2,1740.02
100420,2024-01-09,Stockholm,Clothing,604.91,1,604.91
100421,2024-05-26,Uppsala,Beauty,228.12,4,912.48
100422,2024-06-12,Stockholm,Sports,94.63,3,283.89
100423,2024-06-16,Uppsala,Beauty,293.77,2,587.54
100424,2024-06-03,Göteborg,Electronics,968.0,3,2904.0
100425,2024-04-01,Uppsala,Clothing,427.1,4,1708.4
100426,2024-04-24,Västerås,Clothing,379.41,5,1897.05
100427,2024-03-12,Malmö,Beauty,356.69,1,356.69
100428,2024-04-15,Stockholm,Home,668.07,2,1336.14
100429,2024-03-12,Stockholm,Sports,448.78,1,448.78
100430,2024-03-22,Västerås,Clothing,181.93,2,363.86
100431,2024-05-02,Malmö,Home,567.61,4,2270.44
100432,2024-05-28,Göteborg,Clothing,496.59,3,1489.77
100433,2024-05-20,Stockholm,Beauty,50.0,4,200.0
100434,2024-01-27,Göteborg,Clothing,111.62,3,334.86
100435,2024-05-03,Uppsala,Electronics,637.41,3,1912.23
100436,2024-03-02,Västerås,Electronics,729.75,4,2919.0
100437,2024-02-09,Malmö,Home,669.68,2,1339.36
100438,2024-02-22,Stockholm,Sports,356.99,2,713.98
100439,2024-02-09,Göteborg,Toys,291.76,2,583.52
100440,2024-05-06,Uppsala,Home,628.23,2,1256.46
100441,2024-01-09,Göteborg,Electronics,209.33,6,1255.98
100442,2024-06-03,Stockholm,Electronics,1427.77,2,2855.54
100443,2024-01-03,Uppsala,Sports,385.3,2,770.6
100444,2024-02-25,Göteborg,Sports,774.56,1,774.56
100445,2024-06-29,Göteborg,Clothing,595.02,5,2975.1
100446,2024-01-04,Göteborg,Beauty,319.24,3,957.72
100447,2024-02-09,Malmö,Home,213.48,3,640.44
100448,2024-06-28,Göteborg,Electronics,297.87,1,297.87
100449,2024-02-25,Göteborg,Home,757.62,2,1515.24
100450,2024-03-05,Stockholm,Electronics,1178.0,2,2356.0
100451,2024-03-11,Stockholm,Toys,152.22,3,456.66
100452,2024-01-30,Uppsala,Toys,252.44,2,504.88
100453,2024-01-25,Stockholm,Clothing,209.5,3,628.5
100454,2024-02-08,Stockholm,Toys,86.61,4,346.44
